Gene,Pathway,Tissue,GDR,Mutation,D1,D2,D3,D4,D5,D6
G18965,Pathway2,Lung,Noevidence,7802,1.72,7.7,4.78,7.67,62.2,55
G40785,Pathway3,Blood,Noevidence,1168,0.4,4.77,2.94,4.81,61.4,56
G42310,Pathway3,Blood,Noevidence,1295,0.41,4.76,2.95,4.78,61.8,55
G32790,Pathway4,Liver,Noevidence,804,0.4,4.69,2.95,4.74,62.6,56
G22224,Pathway5,Brain,Moderate,10279,1.54,7.32,4.59,7.45,62.2,58
G32701,Pathway3,Liver,Noevidence,802,0.31,4.39,2.71,4.35,62,56
G4321,Pathway4,Liver,Moderate,3596,0.84,6.04,3.74,6.07,61.8,57
G39149,Pathway2,Kidney,Noevidence,1062,0.43,4.87,2.97,4.9,60.8,57
G15144,Pathway5,Skin,Moderate,6088,1.35,7.02,4.38,7.06,62.2,56
G37259,Pathway5,Lymphnode,Limited,977,0.31,4.43,2.67,4.41,60.4,58
G12645,Pathway5,Breast,Limited,5294,1.01,6.44,3.93,6.41,61.2,61
G12873,Pathway5,Liver,Noevidence,5364,1.03,6.46,4.02,6.44,62.3,56
G6713,Pathway1,Breast,Moderate,413,0.27,4.14,2.58,4.15,62.2,58
G39658,Pathway5,Breast,Limited,1087,0.42,4.83,2.96,4.76,61.7,59
G53135,Pathway1,Lung,Moderate,2618,0.93,6.18,3.91,6.15,63.4,60
G49814,Pathway6,Liver,Moderate,2166,0.7,5.67,3.49,5.75,61.1,60
G38821,Pathway6,Liver,Strong,1047,0.5,5.12,3.08,5.08,60.4,64
G3990,Pathway4,Breast,Limited,3514,0.8,5.9,3.7,5.94,62.5,58
G29329,Pathway5,Breast,Limited,698,0.31,4.36,2.68,4.32,61.8,61
G8312,Pathway5,Brain,Limited,4389,1,6.52,3.86,6.56,59,60
G31894,Pathway4,Breast,Limited,776,0.3,4.32,2.67,4.3,61.9,59
G31201,Pathway1,Brain,Noevidence,756,0.32,4.53,2.68,4.51,59.3,55
G27125,Pathway3,Skin,Strong,17313,2.01,7.94,5.05,7.83,64,58
G9721,Pathway4,Brain,Moderate,4653,1.01,6.39,4,6.44,62.4,58
G10711,Pathway4,Brain,Limited,593,0.31,4.42,2.66,4.39,60.4,58
G5086,Pathway4,Brain,Strong,3752,0.9,6.19,3.72,6.22,60,61
G26264,Pathway6,Liver,Noevidence,15729,2.01,7.75,5.14,7.65,66.7,56
G34555,Pathway3,Lung,Limited,870,0.52,5.18,3.24,5.11,63,56
G40514,Pathway3,Blood,Strong,1145,0.4,4.68,2.97,4.7,63.3,57
G27089,Pathway3,Skin,Noevidence,17220,2.01,8.17,4.92,8.22,60,56
G25582,Pathway4,Breast,Limited,14424,1.52,7.4,4.52,7.37,61.2,60
G10839,Pathway4,Breast,Moderate,4872,0.9,6.11,3.8,6.2,61.7,60
G27399,Pathway5,Liver,Limited,17975,2.03,8.06,5.06,8.1,62.6,59
G51348,Pathway4,Skin,Strong,2363,0.8,5.86,3.69,5.9,62.8,58
G23325,Pathway3,Liver,Limited,11368,1.4,7.26,4.38,7.17,60.7,58
G4265,Pathway4,Skin,Moderate,3581,0.9,6.18,3.78,6.24,60.9,56
G2164,Pathway4,Brain,Noevidence,3130,0.74,5.81,3.57,5.83,61.3,57
G40197,Pathway4,Skin,Noevidence,1121,0.51,5.12,3.17,5.14,61.9,55
G18811,Pathway3,Breast,Strong,7699,1.06,6.68,3.92,6.73,58.5,57
G52566,Pathway3,Skin,Definitive,2536,0.9,5.89,4.04,5.82,69,59
G31601,Pathway1,Liver,Limited,367,0.2,3.73,2.31,3.68,62.3,60
G13115,Pathway2,Brain,Limited,5429,1.02,6.45,4.03,6.39,62.8,58
G26267,Pathway6,Skin,Noevidence,15730,2.24,8.38,5.21,8.41,62.1,53.6
G50885,Pathway5,Skin,Strong,2316,0.83,5.93,3.81,5.99,63.9,56
G4257,Pathway2,Kidney,Moderate,3580,0.71,5.7,3.52,5.75,61.5,61
G53353,Pathway1,Lung,Strong,2657,1,6.51,3.75,6.47,57.8,62
G4230,Pathway2,Lung,Limited,3572,1.19,6.91,4.15,6.87,60.2,61
G9986,Pathway6,Skin,Noevidence,4704,1.26,7.04,4.19,7.01,59.6,57
G29131,Pathway2,Skin,Noevidence,691,0.44,4.9,3.05,4.94,62,54
G2368,Pathway6,Brain,Moderate,3176,0.9,6.2,3.85,6.26,61.8,58
G43720,Pathway4,Liver,Moderate,1438,0.51,5.05,3.17,5.1,62.5,59
G46005,Pathway5,Liver,Noevidence,1725,0.57,5.37,3.3,5.34,61.7,55
G21302,Pathway5,Skin,Noevidence,9452,1.54,7.43,4.53,7.45,60.9,56.4
G32473,Pathway4,Blood,Moderate,795,0.33,4.47,2.74,4.5,61.2,57
G21925,Pathway4,Kidney,Moderate,9999,1.23,6.8,4.25,6.87,62.2,57
G22415,Pathway3,Breast,Limited,10437,1.29,7.14,4.22,7.1,59.3,60
G52507,Pathway2,Breast,Noevidence,2526,0.63,5.53,3.39,5.5,61.5,56
G29853,Pathway1,Liver,Moderate,710,0.3,4.22,2.67,4.27,62.9,59
G20997,Pathway4,Kidney,Noevidence,9214,1.12,6.62,4.11,6.66,61.9,57
G1538,Pathway6,Skin,Moderate,3001,0.9,6.1,3.83,6.15,62.5,58
G16646,Pathway4,Liver,Noevidence,6653,1.1,6.74,4.03,6.7,60,57
G53497,Pathway4,Breast,Limited,2683,0.73,5.75,3.6,5.67,63,57
G34158,Pathway4,Breast,Limited,854,0.33,4.46,2.75,4.43,61.9,58
G35384,Pathway4,Breast,Moderate,899,0.41,4.79,2.92,4.83,60.7,58
G39186,Pathway4,Skin,Moderate,1063,0.5,5.03,3.17,4.99,63.3,57
G1639,Pathway3,Breast,Moderate,3017,0.71,5.66,3.51,5.7,61.8,60
G53191,Pathway3,Brain,Limited,2633,0.71,5.68,3.55,5.65,62.7,57
G50774,Pathway3,Skin,Definitive,2301,0.81,5.26,3.58,5.2,68.8,79
G49028,Pathway1,Brain,Noevidence,2053,0.56,5.27,3.27,5.3,61.9,57
G29014,Pathway4,Breast,Moderate,686,0.34,4.48,2.72,4.53,60.4,61
G53632,Pathway1,Brain,Noevidence,552,0.3,4.34,2.65,4.35,61,54
G6709,Pathway2,Breast,Moderate,412,0.24,3.96,2.48,3.98,62.5,55
G30911,Pathway2,Liver,Noevidence,745,0.34,4.46,2.8,4.5,62.5,55
G9839,Pathway4,Brain,Noevidence,4673,0.91,6.19,3.88,6.22,62.5,56
G12301,Pathway5,Brain,Limited,5219,1.09,6.53,4.06,6.48,62.4,59
G1862,Pathway2,Liver,Moderate,3066,0.73,5.77,3.62,5.71,63.1,55
G45344,Pathway1,Liver,Moderate,1664,0.52,5.22,3.14,5.25,60,57
G26630,Pathway7,Breast,Noevidence,16397,2.02,8.06,5,8.13,61.8,57
G26891,Pathway6,Liver,Limited,16861,2.02,8.25,4.9,8.2,59.6,60
G30919,Pathway2,Liver,Noevidence,745,0.34,4.48,2.8,4.49,62.4,54
G13461,Pathway3,Brain,Noevidence,5527,1.01,6.41,4,6.49,62,54
G1929,Pathway3,Breast,Moderate,3083,0.72,5.69,3.61,5.73,63.2,57
G34488,Pathway4,Liver,Limited,867,0.43,4.84,2.98,4.9,61.2,58
G12164,Pathway5,Skin,Moderate,5179,1.13,6.67,4.15,6.71,62,58
G3500,Pathway4,Liver,Limited,3400,0.88,6.19,3.77,6.15,61.1,58
G16275,Pathway3,Liver,Noevidence,6509,1.02,6.42,4.01,6.33,62.9,57
G42841,Pathway3,Blood,Noevidence,1356,0.41,4.85,2.93,4.81,60.7,56
G34969,Pathway2,Blood,Moderate,472,0.23,3.94,2.45,3.98,61.9,58
G13828,Pathway3,Skin,Noevidence,5635,1.15,6.75,4.1,6.79,60.6,58
G32988,Pathway1,Skin,Limited,812,0.38,4.68,2.84,4.62,61.1,58
G13211,Pathway2,Skin,Noevidence,5457,1.13,6.7,4.16,6.66,62.2,56
G39442,Pathway1,Liver,Noevidence,1076,0.41,4.78,2.97,4.74,62.4,54
G41319,Pathway4,Skin,Moderate,1214,0.57,5.39,3.21,5.42,59.4,58
G8816,Pathway5,Brain,Moderate,4476,1.02,6.34,3.95,6.42,61.9,61
G7154,Pathway2,Skin,Moderate,4181,1,6.24,4,6.32,63.7,60
G32476,Pathway6,Liver,Moderate,795,0.44,4.85,3.04,4.88,62.5,57
G23237,Pathway4,Blood,Noevidence,11247,1.31,7.06,4.3,7.01,61.1,57
G22874,Pathway4,Brain,Limited,10914,1.57,7.56,4.51,7.61,59.5,58
G49204,Pathway6,Skin,Noevidence,2079,0.7,5.66,3.53,5.71,62.1,57
G50878,Pathway3,Brain,Limited,2314,0.72,5.79,3.55,5.73,61.6,60
G511,Pathway1,Skin,Moderate,2823,0.79,5.86,3.69,5.9,62.8,59
G46190,Pathway5,Skin,Limited,1749,0.7,5.67,3.46,5.62,61.3,61
G24576,Pathway4,Liver,Moderate,12872,1.51,7.28,4.58,7.2,63.3,60
G48619,Pathway5,Skin,Moderate,1999,0.7,5.63,3.45,5.59,61.5,63
G22070,Pathway4,Skin,Limited,10091,1.7,7.79,4.57,7.72,58.9,62
G11916,Pathway5,Brain,Limited,5123,1.07,6.65,4.01,6.62,60.4,59
G23184,Pathway6,Skin,Limited,11190,2.06,8.14,5.05,8.1,62.2,60
G15408,Pathway4,Liver,Noevidence,6169,1.02,6.5,4.02,6.48,61.9,53
G21727,Pathway7,Brain,Limited,9793,2.01,8.12,5,8.09,61.7,60
G18161,Pathway4,Liver,Strong,7359,1.21,6.95,4.09,6.89,59.1,61
G17077,Pathway2,Brain,Moderate,6809,1.2,6.83,4.18,6.88,61,58
G32628,Pathway1,Blood,Moderate,458,0.23,3.97,2.39,4.04,59.7,58
G17011,Pathway6,Breast,Moderate,6793,1.32,6.89,4.39,6.94,63.5,58
G19137,Pathway7,Breast,Limited,7903,1.6,7.51,4.66,7.4,62.6,59
G16412,Pathway4,Skin,Strong,6552,1.5,7.19,4.54,7.09,63.6,58
G39535,Pathway3,Liver,Noevidence,1080,0.4,4.82,2.91,4.78,60.6,55
G43395,Pathway2,Brain,Noevidence,1410,0.54,5.23,3.23,5.26,61.6,57
G31015,Pathway3,Brain,Moderate,748,0.35,4.51,2.83,4.46,63.1,56
G46930,Pathway4,Breast,Noevidence,1815,0.52,5.16,3.21,5.14,62.3,55
G6085,Pathway5,Lymphnode,Noevidence,3972,0.8,5.93,3.72,5.99,62.4,54
G6004,Pathway6,Brain,Limited,3959,1.01,6.43,4.01,6.36,62.7,59
G12082,Pathway4,Brain,Noevidence,5159,1.06,6.52,4.05,6.55,62,56
G18948,Pathway3,Brain,Noevidence,7790,1.29,7,4.29,6.97,61.4,61
G27471,Pathway2,Skin,Moderate,18128,2.08,8.13,5.08,8.15,62.4,60
G32319,Pathway4,Blood,Strong,789,0.3,4.23,2.7,4.27,63.5,57
G44042,Pathway5,Liver,Moderate,1548,0.55,5.28,3.28,5.31,62,55.2
G38180,Pathway1,Brain,Noevidence,1015,0.41,4.8,2.95,4.78,61.6,55
G6001,Pathway5,Skin,Limited,3959,1.01,6.45,3.89,6.38,60.6,61
G32754,Pathway1,Brain,Limited,803,0.34,4.48,2.8,4.44,62.8,58
G12269,Pathway6,Brain,Limited,5208,1.24,6.8,4.26,6.74,62.9,60
G45213,Pathway2,Liver,Limited,1656,0.51,5.13,3.15,5.15,61.3,58
G3622,Pathway3,Liver,Noevidence,3429,0.8,5.91,3.72,5.95,62.7,54
G10112,Pathway1,Liver,Strong,4717,0.9,6.34,3.65,6.32,57.7,61
G43109,Pathway3,Brain,Noevidence,1385,0.54,5.23,3.22,5.27,61.3,55
G49768,Pathway3,Kidney,Limited,2160,0.5,5.11,3.17,5.06,62.3,58
G22355,Pathway5,Liver,Noevidence,628,0.31,4.39,2.72,4.35,62.2,55
G31243,Pathway3,Liver,Noevidence,757,0.31,4.38,2.7,4.39,61.6,55
G1940,Pathway2,Skin,Limited,3084,0.9,6.22,3.76,6.16,60.7,61
G9211,Pathway4,Skin,Limited,4552,1.02,6.43,4.01,6.4,62.5,58
G38059,Pathway2,Kidney,Noevidence,1013,0.41,4.71,2.96,4.76,62.5,57
G30226,Pathway2,Liver,Noevidence,723,0.33,4.48,2.72,4.5,60.6,55
G49397,Pathway4,Lymphnode,Noevidence,2104,0.5,5.11,3.15,5.14,61.5,56
G39893,Pathway3,Breast,Noevidence,1103,0.42,4.83,2.95,4.78,61.4,57
G34174,Pathway4,Breast,Limited,854,0.33,4.46,2.73,4.41,61.6,60
G48845,Pathway7,Brain,Moderate,2031,0.73,5.85,3.53,5.9,60.1,62
G40693,Pathway1,Skin,Strong,1157,0.5,5.01,3.18,5.05,63.2,56
G33792,Pathway2,Kidney,Limited,842,0.32,4.42,2.71,4.45,61.1,58
G46096,Pathway4,Skin,Limited,1740,0.71,5.69,3.52,5.65,62,59
G50713,Pathway5,Skin,Moderate,2293,0.77,5.78,3.65,5.76,63.3,58
G27636,Pathway1,Lymphnode,Moderate,18542,1.04,6.53,4.01,6.55,61.3,56
G9112,Pathway4,Breast,Noevidence,4531,0.9,6.22,3.86,6.3,61.6,56.3
G15350,Pathway2,Liver,Strong,6160,1,6.61,3.78,6.57,57.4,58
G27514,Pathway6,Liver,Limited,18239,2.3,8.47,5.21,8.39,61.8,60
G6763,Pathway2,Brain,Strong,4106,1.01,6.28,4.05,6.31,64.3,59
G4744,Pathway4,Skin,Moderate,3682,1.01,6.41,3.99,6.46,62,58
G30743,Pathway3,Brain,Noevidence,739,0.43,4.86,2.99,4.9,61.3,56
G44863,Pathway5,Breast,Moderate,1628,0.51,5.1,3.18,5.13,62.3,56
G35264,Pathway2,Blood,Noevidence,895,0.3,4.3,2.66,4.31,61.8,56
G38510,Pathway4,Skin,Limited,1031,0.5,5.1,3.14,5.03,62,59
G44185,Pathway1,Liver,Moderate,1569,0.5,5,3.18,5.05,63.3,56
G11573,Pathway3,Brain,Limited,5038,1.02,6.53,3.86,6.5,59.2,58
G13660,Pathway5,Skin,Moderate,5592,1.24,6.87,4.25,7.02,61.2,57
G16351,Pathway5,Liver,Limited,608,0.3,4.3,2.69,4.26,62.9,59
G25954,Pathway6,Skin,Noevidence,15132,2.08,8.16,5.1,8.22,62.3,56
G8645,Pathway5,Skin,Noevidence,4452,1.06,6.57,4.1,6.49,62.8,57
G15982,Pathway2,Liver,Limited,6397,1.02,6.51,3.92,6.47,60.4,58
G49267,Pathway7,Brain,Limited,2088,0.8,6.1,3.66,5.97,60,60
G22994,Pathway5,Liver,Noevidence,11045,1.61,7.52,4.63,7.57,61.4,57
G25172,Pathway5,Liver,Noevidence,13756,1.7,7.67,4.76,7.63,62.2,57
G6322,Pathway5,Skin,Moderate,4028,1.11,6.54,4.14,6.51,63.4,55
G29659,Pathway4,Breast,Noevidence,706,0.35,4.55,2.76,4.58,60.5,57
G32131,Pathway4,Skin,Strong,784,0.41,4.74,3,4.7,63.6,54
G47197,Pathway1,Breast,Moderate,1838,0.51,5.05,3.2,5.1,63.1,58
G158,Pathway4,Liver,Limited,2770,0.73,5.87,3.55,5.82,60.7,58
G24746,Pathway4,Blood,Noevidence,13096,1.25,6.9,4.24,6.94,61.3,57
G3089,Pathway4,Breast,Strong,3316,0.84,5.98,3.79,5.93,63.6,57
G10539,Pathway4,Brain,Limited,4808,1.01,6.53,3.97,6.49,61,58
G33141,Pathway4,Blood,Strong,816,0.31,4.32,2.75,4.36,63.4,57
G21148,Pathway3,Skin,Noevidence,9301,1.51,7.35,4.61,7.39,62.6,55
G48647,Pathway4,Kidney,Strong,537,0.23,3.94,2.5,3.9,63.8,56
G15242,Pathway2,Liver,Moderate,6120,1.07,6.53,4.1,6.6,62.5,57
G17391,Pathway1,Skin,Noevidence,612,0.32,4.42,2.72,4.38,61.8,55
G30392,Pathway5,Blood,Noevidence,730,0.33,4.44,2.74,4.47,61.5,55
G27233,Pathway3,Lymphnode,Moderate,17598,1.38,7.32,4.28,7.39,58.2,60
G4485,Pathway2,Liver,Limited,3625,0.83,6.08,3.71,6.02,61.3,59
G16686,Pathway5,Skin,Noevidence,421,0.31,4.35,2.67,4.38,61.3,55
G35214,Pathway4,Blood,Noevidence,892,0.36,4.66,2.81,4.69,60,56
G38958,Pathway6,Breast,Limited,489,0.31,4.4,2.62,4.45,59.2,60
G52198,Pathway4,Liver,Limited,2479,0.7,5.68,3.51,5.63,62.1,58
G52857,Pathway4,Liver,Moderate,2578,0.72,5.75,3.57,5.77,62,56
G15555,Pathway7,Breast,Moderate,6237,1.34,6.9,4.38,7.01,63,57
G32656,Pathway5,Kidney,Limited,802,0.31,4.35,2.7,4.31,62.4,59
G17835,Pathway2,Liver,Limited,7192,1.03,6.53,3.98,6.47,61.2,59
G17321,Pathway5,Liver,Limited,6944,1.19,6.83,4.16,6.78,61.1,58
G34442,Pathway2,Kidney,Noevidence,864,0.31,4.42,2.7,4.45,60.9,55
G38482,Pathway1,Liver,Noevidence,1031,0.42,4.8,2.96,4.84,61.4,56
G19405,Pathway3,Liver,Noevidence,8063,1.12,6.67,4.11,6.73,61.2,56
G37414,Pathway4,Liver,Limited,983,0.38,4.7,2.83,4.67,60.4,57
G480,Pathway2,Liver,Limited,2821,0.73,5.77,3.54,5.73,61.6,59
G31888,Pathway4,Breast,Limited,776,0.3,4.33,2.65,4.3,61.4,60
G17919,Pathway5,Lymphnode,Limited,7235,1,6.54,3.94,6.47,60.6,57
G32771,Pathway1,Brain,Noevidence,803,0.34,4.5,2.74,4.44,61.3,57
G23627,Pathway3,Liver,Limited,11650,1.45,7.31,4.44,7.23,61.1,58
G44139,Pathway3,Brain,Limited,1561,0.59,5.37,3.34,5.33,62.4,59
G16213,Pathway4,Breast,Limited,6479,1.03,6.48,4,6.4,62.1,59
G11547,Pathway5,Brain,Noevidence,5029,1.01,6.46,4.02,6.45,62.3,55
G17002,Pathway3,Liver,Noevidence,6787,1.01,6.47,4,6.45,61.9,55
G38747,Pathway4,Lymphnode,Noevidence,1044,0.35,4.56,2.81,4.59,61.4,55
G9545,Pathway1,Skin,Strong,4620,1,6.35,4.03,6.38,63.3,56
G25652,Pathway3,Brain,Moderate,14545,1.82,7.71,4.85,7.64,63.2,56
G638,Pathway3,Liver,Limited,2841,0.73,5.87,3.5,5.77,59.9,59
G50788,Pathway2,Kidney,Moderate,2304,0.56,5.33,3.23,5.37,60.3,57
G97,Pathway3,Breast,Strong,2759,0.7,5.71,3.4,5.76,59.4,62
G46758,Pathway5,Kidney,Noevidence,1800,0.53,5.22,3.22,5.2,61.8,56
G22764,Pathway3,Kidney,Noevidence,10786,1.14,6.73,4.15,6.68,61.9,57
G20381,Pathway3,Liver,Limited,625,0.31,4.3,2.69,4.33,62.3,59
G25528,Pathway6,Skin,Limited,14341,2.02,8.25,4.89,8.21,59.4,59
G14933,Pathway6,Brain,Noevidence,6012,1.22,6.85,4.22,6.82,61.7,57
G29132,Pathway3,Brain,Noevidence,691,0.42,4.81,2.97,4.83,61.6,56
G37748,Pathway4,Breast,Moderate,998,0.43,4.97,2.96,5.02,59.3,58
G12676,Pathway1,Brain,Limited,5305,1.01,6.65,3.86,6.59,58.3,58
G8335,Pathway7,Brain,Noevidence,4395,1.03,6.49,4.02,6.53,61.7,56
G14142,Pathway5,Liver,Moderate,5738,1.04,6.55,3.97,6.59,60.4,56
G45533,Pathway4,Breast,Moderate,1686,0.56,5.35,3.23,5.37,60.2,56
G17586,Pathway4,Liver,Limited,7079,1.14,6.79,4.12,6.73,60.9,57
G23461,Pathway5,Liver,Limited,11455,1.72,7.79,4.62,7.75,59.5,60
G8703,Pathway3,Skin,Moderate,585,0.38,4.67,2.87,4.71,61.2,57
G48414,Pathway4,Skin,Limited,1970,0.76,5.87,3.66,5.82,62.6,55
G5463,Pathway4,Brain,Definitive,3833,1,6.16,4.23,6.11,68.9,56
G39317,Pathway1,Kidney,Noevidence,1070,0.38,4.66,2.88,4.72,61.4,57
G50988,Pathway4,Liver,Noevidence,544,0.31,4.31,2.71,4.34,62.7,57
G1524,Pathway7,Kidney,Definitive,2998,1.01,6.29,4.13,6.22,66,56
G44944,Pathway5,Breast,Noevidence,1634,0.55,5.22,3.27,5.27,62.3,56
G36779,Pathway2,Blood,Noevidence,956,0.3,4.31,2.66,4.3,61.8,56
G35353,Pathway2,Skin,Noevidence,898,0.42,4.81,2.99,4.77,62.4,55
G36406,Pathway1,Liver,Noevidence,942,0.31,4.48,2.63,4.44,59,57
G43207,Pathway7,Brain,Noevidence,1395,0.52,5.12,3.2,5.16,62.3,56
G4849,Pathway3,Breast,Noevidence,3710,0.71,5.72,3.53,5.76,61.5,56
G49735,Pathway7,Breast,Noevidence,2154,0.74,5.77,3.57,5.83,61.6,57
G53091,Pathway2,Liver,Limited,2613,0.71,5.68,3.54,5.66,62.4,60
G33516,Pathway6,Brain,Moderate,829,0.42,4.76,3.01,4.72,63.5,54
G12719,Pathway2,Liver,Noevidence,599,0.32,4.41,2.72,4.45,61.4,56
G36745,Pathway2,Breast,Strong,954,0.41,4.77,2.93,4.79,61.3,61
G4748,Pathway3,Brain,Limited,3684,0.92,6.23,3.89,6.19,62.6,59
G23319,Pathway6,Liver,Noevidence,11360,1.7,7.72,4.74,7.64,61.7,56
G16748,Pathway2,Breast,Limited,6669,1.06,6.66,3.95,6.71,59.1,58
G25986,Pathway6,Breast,Noevidence,15189,1.74,7.69,4.77,7.73,61.8,56
G26720,Pathway4,Breast,Strong,645,0.32,4.37,2.77,4.39,63.2,55
G29440,Pathway3,Kidney,Moderate,701,0.32,4.33,2.78,4.39,63.8,55
G32926,Pathway1,Brain,Noevidence,810,0.42,4.77,2.97,4.82,61.9,57
G44738,Pathway2,Brain,Noevidence,1617,0.5,5.11,3.14,5.07,61.8,56
G40719,Pathway4,Blood,Noevidence,1160,0.44,4.89,3.04,4.91,62,54
G21039,Pathway3,Liver,Moderate,625,0.31,4.34,2.69,4.41,61.5,56
G20261,Pathway3,Kidney,Noevidence,8688,1.01,6.52,3.96,6.46,61,57
G1608,Pathway5,Brain,Noevidence,3011,0.75,5.81,3.61,5.85,61.9,56
G49350,Pathway7,Brain,Noevidence,2096,0.7,5.75,3.48,5.79,60.3,57
G14496,Pathway3,Brain,Limited,5854,1.01,6.65,3.89,6.52,59.1,56
G5204,Pathway1,Skin,Limited,3780,1.04,6.67,3.88,6.63,58.3,58
G17492,Pathway3,Liver,Noevidence,7026,1.02,6.46,4,6.44,62,57
G206,Pathway3,Brain,Limited,2777,0.78,5.83,3.63,5.8,62.4,58
G40041,Pathway1,Kidney,Noevidence,1111,0.4,4.68,2.95,4.72,62.8,56
G48017,Pathway5,Breast,Limited,1921,0.63,5.45,3.39,5.33,62.9,60
G30229,Pathway2,Liver,Limited,723,0.33,4.4,2.73,4.45,61.7,60
G36463,Pathway1,Liver,Noevidence,942,0.31,4.34,2.69,4.31,62.2,54
G34577,Pathway4,Lymphnode,Noevidence,871,0.31,4.37,2.7,4.39,61.7,55
G29884,Pathway1,Liver,Noevidence,710,0.3,4.28,2.67,4.31,62.2,54
G38684,Pathway3,Blood,Noevidence,1041,0.3,4.33,2.67,4.34,61.6,57
G38858,Pathway4,Kidney,Limited,1050,0.4,4.74,2.92,4.68,62,58
G38850,Pathway4,Kidney,Limited,1050,0.4,4.8,2.86,4.78,59.7,58
G39708,Pathway3,Blood,Noevidence,1089,0.39,4.75,2.91,4.8,60.9,55
G48245,Pathway2,Breast,Strong,1951,0.56,5.35,3.2,5.36,59.8,61
G5708,Pathway3,Kidney,Moderate,575,0.25,4.1,2.43,4.14,59,58
G30853,Pathway4,Liver,Limited,743,0.33,4.5,2.73,4.46,60.9,56
G50191,Pathway3,Skin,Noevidence,2224,0.72,5.75,3.58,5.79,62,55
G33527,Pathway1,Liver,Noevidence,829,0.35,4.51,2.8,4.55,61.8,56
G23648,Pathway5,Liver,Moderate,11681,1.52,7.45,4.44,7.42,59.7,55
G15060,Pathway3,Liver,Limited,605,0.3,4.29,2.65,4.31,61.6,58
G783,Pathway1,Breast,Limited,2860,0.71,5.66,3.54,5.6,62.9,57
G20068,Pathway5,Kidney,Noevidence,625,0.31,4.33,2.66,4.37,61.1,56
G14563,Pathway1,Brain,Noevidence,5880,1,6.52,3.93,6.48,60.5,57
G2503,Pathway3,Brain,Noevidence,3198,0.83,6.05,3.74,6,62.1,55
G2848,Pathway1,Brain,Noevidence,3270,0.79,6.01,3.67,5.96,61.3,54
G40758,Pathway3,Kidney,Noevidence,1163,0.4,4.73,2.96,4.69,62.8,56
G49771,Pathway3,Kidney,Noevidence,2160,0.5,5.11,3.17,5.09,62.2,54
G28176,Pathway3,Breast,Noevidence,665,0.35,4.49,2.81,4.52,62.4,55
G16172,Pathway1,Brain,Moderate,6464,1.14,6.64,4.17,6.67,62.7,59
G8172,Pathway2,Skin,Moderate,4363,1.01,6.32,4.03,6.38,63.5,55
G50570,Pathway2,Skin,Noevidence,2278,0.75,5.81,3.62,5.85,62.1,57
G25756,Pathway2,Liver,Strong,14709,1.51,7.22,4.54,7.28,62.6,60
G7359,Pathway7,Skin,Moderate,4217,1.1,6.59,4.09,6.63,61.9,55
G52988,Pathway2,Skin,Noevidence,2594,0.74,5.83,3.57,5.89,60.9,57
G6151,Pathway2,Kidney,Noevidence,3990,0.7,5.67,3.55,5.72,62.3,53.7
G7193,Pathway2,Brain,Moderate,4188,0.91,6.13,3.92,6.17,63.7,59
G22298,Pathway4,Blood,Noevidence,10342,1.17,6.84,4.13,6.9,61.7,57
G6905,Pathway4,Liver,Strong,4135,0.9,5.97,3.86,6.02,64.4,62
G31975,Pathway2,Liver,Moderate,453,0.26,4.06,2.58,4.1,63.2,56
G13451,Pathway5,Breast,Limited,5523,1.03,6.43,4.03,6.47,62.5,59
G42616,Pathway2,Skin,Moderate,505,0.36,4.5,2.83,4.54,62.6,57
G41483,Pathway1,Kidney,Noevidence,1232,0.39,4.67,2.9,4.71,61.8,57
G21691,Pathway6,Blood,Limited,626,0.34,4.4,2.76,4.44,62.4,59
G26429,Pathway4,Blood,Noevidence,15959,1.52,7.3,4.58,7.39,62.4,55
G26894,Pathway6,Liver,Moderate,16874,2.04,8.09,5.1,8.22,62.5,58
G31291,Pathway1,Liver,Noevidence,758,0.32,4.39,2.69,4.41,61.1,56
G52749,Pathway2,Liver,Strong,2559,0.7,5.8,3.42,5.75,59.2,64
G18013,Pathway3,Brain,Noevidence,7286,1.07,6.58,4.06,6.62,61.5,56
G50090,Pathway2,Kidney,Noevidence,2206,0.5,5.09,3.13,5.12,61.7,55.7
G19692,Pathway4,Breast,Noevidence,624,0.3,4.34,2.65,4.36,60.9,57
G45329,Pathway2,Brain,Limited,524,0.32,4.37,2.69,4.42,61.2,58
G38006,Pathway3,Breast,Moderate,1008,0.43,4.8,3.03,4.76,63.4,57
G21758,Pathway6,Breast,Moderate,9823,1.53,7.5,4.46,7.54,59.3,58
G14304,Pathway5,Brain,Limited,5793,1.21,6.72,4.21,6.68,62.8,59
G6321,Pathway6,Skin,Limited,4028,1.11,6.69,4.08,6.65,61.2,61
G46897,Pathway3,Liver,Noevidence,1814,0.56,5.37,3.28,5.34,61.3,54
G13585,Pathway3,Brain,Limited,5557,1.05,6.66,3.98,6.54,60.3,60
G35614,Pathway6,Breast,Limited,473,0.3,4.35,2.58,4.38,59.1,59
G10389,Pathway4,Brain,Noevidence,593,0.31,4.38,2.72,4.36,62.2,55
G42520,Pathway1,Brain,Definitive,1323,0.5,5,3.22,4.97,64.6,58
G5654,Pathway3,Brain,Strong,3881,0.9,6.12,3.88,6.07,63.6,59
G667,Pathway2,Brain,Noevidence,2846,0.7,5.71,3.53,5.76,61.6,57
G18378,Pathway2,Kidney,Strong,617,0.29,4.19,2.64,4.23,62.7,62
